,TABLETYPE,ICD10-CM,ICD9-CM
21678,E,W6614,91047
21679,E,W6618,91047
21680,E,W6619,91047
21681,E,W6620,91049
21682,E,W6621,91049
21683,E,W6622,91049
21684,E,W6623,91049
21685,E,W6624,91049
21686,E,W6628,91049
21687,E,W6629,91049
21688,E,W6630,91044
21689,E,W6631,91044
21690,E,W6632,91044
21691,E,W6633,91044
21692,E,W6634,91044
21693,E,W6638,91044
21694,E,W6639,91044
21695,E,W6640,91049
21696,E,W6641,91049
21697,E,W6642,91049
21698,E,W6643,91049
21699,E,W6644,91049
21700,E,W6648,91049
21701,E,W6649,91049
21702,E,W6650,91049
21703,E,W6651,91049
21704,E,W6652,91049
21705,E,W6653,91049
21706,E,W6654,91049
21707,E,W6658,91049
21708,E,W6659,91049
21709,E,W6660,91049
21710,E,W6661,91049
21711,E,W6662,91049
21712,E,W6663,91049
21713,E,W6664,91049
21714,E,W6668,91049
21715,E,W6669,91049
21716,E,W6670,91049
21717,E,W6671,91049
21718,E,W6672,91049
21719,E,W6673,91049
21720,E,W6674,91049
21721,E,W6678,91049
21722,E,W6679,91049
21723,E,W6680,91048
21724,E,W6681,91048
21725,E,W6682,91048
21726,E,W6683,91048
21727,E,W6684,91048
21728,E,W6688,91048
21729,E,W6689,91048
21730,E,W6690,91049
21731,E,W6691,91049
21732,E,W6692,91049
21733,E,W6693,91049
21734,E,W6694,91049
21735,E,W6698,91049
21736,E,W6699,91049
21737,E,W6700,91050
21738,E,W6701,91050
21739,E,W6702,91050
21740,E,W6703,91050
21741,E,W6704,91050
21742,E,W6708,91050
21743,E,W6709,91050
21744,E,W6710,91057
21745,E,W6711,91057
21746,E,W6712,91057
21747,E,W6713,91057
21748,E,W6714,91057
21749,E,W6718,91057
21750,E,W6719,91057
21751,E,W6720,91056
21752,E,W6721,91056
21753,E,W6722,91056
21754,E,W6723,91056
21755,E,W6724,91056
21756,E,W6728,91056
21757,E,W6729,91056
21758,E,W6730,91054
21759,E,W6731,91054
21760,E,W6732,91054
21761,E,W6733,91054
21762,E,W6734,91054
21763,E,W6738,91054
21764,E,W6739,91054
21765,E,W6740,91059
21766,E,W6741,91059
21767,E,W6742,91059
21768,E,W6743,91059
21769,E,W6744,91059
21770,E,W6748,91059
21771,E,W6749,91059
21772,E,W6750,91056
21773,E,W6751,91056
21774,E,W6752,91056
21775,E,W6753,91056
21776,E,W6754,91056
21777,E,W6758,91056
21778,E,W6759,91056
21779,E,W6760,91058
21780,E,W6761,91058
21781,E,W6762,91058
21782,E,W6763,91058
21783,E,W6764,91058
21784,E,W6768,91058
21785,E,W6769,91058
21786,E,W6770,91051
21787,E,W6771,91051
21788,E,W6772,91051
21789,E,W6773,91051
21790,E,W6774,91051
21791,E,W6778,91051
21792,E,W6779,91051
21793,E,W6780,91058
21794,E,W6781,91058
21795,E,W6782,91058
21796,E,W6783,91058
21797,E,W6784,91058
21798,E,W6788,91058
21799,E,W6789,91058
21800,E,W6790,91059
21801,E,W6791,91059
21802,E,W6792,91059
21803,E,W6793,91059
21804,E,W6794,91059
21805,E,W6798,91059
21806,E,W6799,91059
21807,E,W6800,91060
21808,E,W6801,91060
21809,E,W6802,91060
21810,E,W6803,91060
21811,E,W6804,91060
21812,E,W6808,91060
21813,E,W6809,91060
21814,E,W6810,91067
21815,E,W6811,91067
21816,E,W6812,91067
21817,E,W6813,91067
21818,E,W6814,91067
21819,E,W6818,91067
21820,E,W6819,91067
21821,E,W6820,91066
21822,E,W6821,91066
21823,E,W6822,91066
21824,E,W6823,91066
21825,E,W6824,91066
21826,E,W6828,91066
21827,E,W6829,91066
21828,E,W6830,91064
21829,E,W6831,91064
21830,E,W6832,91064
21831,E,W6833,91064
21832,E,W6834,91064
21833,E,W6838,91064
21834,E,W6839,91064
21835,E,W6840,91069
21836,E,W6841,91069
21837,E,W6842,91069
21838,E,W6843,91069
21839,E,W6844,91069
21840,E,W6848,91069
21841,E,W6849,91069
21842,E,W6850,91066
21843,E,W6851,91066
21844,E,W6852,91066
21845,E,W6853,91066
21846,E,W6854,91066
21847,E,W6858,91066
21848,E,W6859,91066
21849,E,W6860,91068
21850,E,W6861,91068
21851,E,W6862,91068
21852,E,W6863,91068
21853,E,W6864,91068
21854,E,W6868,91068
21855,E,W6869,91068
21856,E,W6870,91061
21857,E,W6871,91061
21858,E,W6872,91061
21859,E,W6873,91061
21860,E,W6874,91061
21861,E,W6878,91061
21862,E,W6879,91061
21863,E,W6880,91068
21864,E,W6881,91068
21865,E,W6882,91068
21866,E,W6883,91068
21867,E,W6884,91068
21868,E,W6888,91068
21869,E,W6889,91068
21870,E,W6890,91069
21871,E,W6891,91069
21872,E,W6892,91069
21873,E,W6893,91069
21874,E,W6894,91069
21875,E,W6898,91069
21876,E,W6899,91069
21877,E,W6900,91080
21878,E,W6901,91080
21879,E,W6902,91080
21880,E,W6903,91080
21881,E,W6904,91080
21882,E,W6908,91080
21883,E,W6909,91080
21884,E,W6910,91088
21885,E,W6911,91088
21886,E,W6912,91088
21887,E,W6913,91088
21888,E,W6914,91088
21889,E,W6918,91088
21890,E,W6919,91088
21891,E,W6920,91088
21892,E,W6921,91088
21893,E,W6922,91088
21894,E,W6923,91088
21895,E,W6924,91088
21896,E,W6928,91088
21897,E,W6929,91088
21898,E,W6930,91084
21899,E,W6931,91084
21900,E,W6932,91084
21901,E,W6933,91084
21902,E,W6934,91084
21903,E,W6938,91084
21904,E,W6939,91084
21905,E,W6940,91089
21906,E,W6941,91089
21907,E,W6942,91089
21908,E,W6943,91089
21909,E,W6944,91089
21910,E,W6948,91089
21911,E,W6949,91089
21912,E,W6950,91088
21913,E,W6951,91088
21914,E,W6952,91088
21915,E,W6953,91088
21916,E,W6954,91088
21917,E,W6958,91088
21918,E,W6959,91088
21919,E,W6960,91083
21920,E,W6961,91083
21921,E,W6962,91083
21922,E,W6963,91083
21923,E,W6964,91083
21924,E,W6968,91083
21925,E,W6969,91083
21926,E,W6970,91081
21927,E,W6971,91081
21928,E,W6972,91081
21929,E,W6973,91081
21930,E,W6974,91081
21931,E,W6978,91081
21932,E,W6979,91081
21933,E,W6980,91088
21934,E,W6981,91088
21935,E,W6982,91088
21936,E,W6983,91088
21937,E,W6984,91088
21938,E,W6988,91088
21939,E,W6989,91088
21940,E,W6990,91089
21941,E,W6991,91089
21942,E,W6992,91089
21943,E,W6993,91089
21944,E,W6994,91089
21945,E,W6998,91089
21946,E,W6999,91089
21947,E,W7000,91070
21948,E,W7001,91070
21949,E,W7002,91070
21950,E,W7003,91070
21951,E,W7004,91070
21952,E,W7008,91070
21953,E,W7009,91070
21954,E,W7010,91077
21955,E,W7011,91077
21956,E,W7012,91077
21957,E,W7013,91077
21958,E,W7014,91077
21959,E,W7018,91077
21960,E,W7019,91077
21961,E,W7020,91076
21962,E,W7021,91076
21963,E,W7022,91076
21964,E,W7023,91076
21965,E,W7024,91076
21966,E,W7028,91076
21967,E,W7029,91076
21968,E,W7030,91074
21969,E,W7031,91074
21970,E,W7032,91074
21971,E,W7033,91074
21972,E,W7034,91074
21973,E,W7038,91074
21974,E,W7039,91074
21975,E,W7040,91079
21976,E,W7041,91079
21977,E,W7042,91079
21978,E,W7043,91079
21979,E,W7044,91079
21980,E,W7048,91079
21981,E,W7049,91079
21982,E,W7050,91076
21983,E,W7051,91076
21984,E,W7052,91076
21985,E,W7053,91076
21986,E,W7054,91076
21987,E,W7058,91076
21988,E,W7059,91076
21989,E,W7060,91078
21990,E,W7061,91078
21991,E,W7062,91078
21992,E,W7063,91078
21993,E,W7064,91078
21994,E,W7068,91078
21995,E,W7069,91078
21996,E,W7070,91071
21997,E,W7071,91071
21998,E,W7072,91071
21999,E,W7073,91071
22000,E,W7074,91071
22001,E,W7078,91071
22002,E,W7079,91071
22003,E,W7080,91078
22004,E,W7081,91078
22005,E,W7082,91078
22006,E,W7083,91078
22007,E,W7084,91078
22008,E,W7088,91078
22009,E,W7089,91078
22010,E,W7090,91079
22011,E,W7091,91079
22012,E,W7092,91079
22013,E,W7093,91079
22014,E,W7094,91079
22015,E,W7098,91079
22016,E,W7099,91079
22017,E,W7300,91080
22018,E,W7301,91080
22019,E,W7302,91080
22020,E,W7303,91080
22021,E,W7304,91080
22022,E,W7308,91080
22023,E,W7309,91080
22024,E,W7310,91088
22025,E,W7311,91088
22026,E,W7312,91088
22027,E,W7313,91088
22028,E,W7314,91088
22029,E,W7318,91088
22030,E,W7319,91088
22031,E,W7320,91088
22032,E,W7321,91088
22033,E,W7322,91088
22034,E,W7323,91088
22035,E,W7324,91088
22036,E,W7328,91088
22037,E,W7329,91088
22038,E,W7330,91084
22039,E,W7331,91084
22040,E,W7332,91084
22041,E,W7333,91084
22042,E,W7334,91084
22043,E,W7338,91084
22044,E,W7339,91084
22045,E,W7340,91089
22046,E,W7341,91089
22047,E,W7342,91089
22048,E,W7343,91089
22049,E,W7344,91089
22050,E,W7348,91089
22051,E,W7349,91089
22052,E,W7350,91088
22053,E,W7351,91088
22054,E,W7352,91088
22055,E,W7353,91088
22056,E,W7354,91088
22057,E,W7358,91088
22058,E,W7359,91088
22059,E,W7360,91083
22060,E,W7361,91083
22061,E,W7362,91083
22062,E,W7363,91083
22063,E,W7364,91083
22064,E,W7368,91083
22065,E,W7369,91083
22066,E,W7370,91081
22067,E,W7371,91081
22068,E,W7372,91081
22069,E,W7373,91081
22070,E,W7374,91081
22071,E,W7378,91081
22072,E,W7379,91081
22073,E,W7380,91088
22074,E,W7381,91088
22075,E,W7382,91088
22076,E,W7383,91088
22077,E,W7384,91088
22078,E,W7388,91088
22079,E,W7389,91088
22080,E,W7390,91089
22081,E,W7391,91089
22082,E,W7392,91089
22083,E,W7393,91089
22084,E,W7394,91089
22085,E,W7398,91089
22086,E,W7399,91089
22087,E,W7400,91090
22088,E,W7401,91090
22089,E,W7402,91090
22090,E,W7403,91090
22091,E,W7404,91090
22092,E,W7408,91090
22093,E,W7409,91090
22094,E,W7410,91097
22095,E,W7411,91097
22096,E,W7412,91097
22097,E,W7413,91097
22098,E,W7414,91097
22099,E,W7418,91097
22100,E,W7419,91097
22101,E,W7420,91096
22102,E,W7421,91096
22103,E,W7422,91096
22104,E,W7423,91096
22105,E,W7424,91096
22106,E,W7428,91096
22107,E,W7429,91096
22108,E,W7430,91094
22109,E,W7431,91094
22110,E,W7432,91094
22111,E,W7433,91094
22112,E,W7434,91094
22113,E,W7438,91094
22114,E,W7439,91094
22115,E,W7440,91099
22116,E,W7441,91099
22117,E,W7442,91099
22118,E,W7443,91099
22119,E,W7444,91099
22120,E,W7448,91099
22121,E,W7449,91099
22122,E,W7450,91096
22123,E,W7451,91096
22124,E,W7452,91096
22125,E,W7453,91096
22126,E,W7454,91096
22127,E,W7458,91096
22128,E,W7459,91096
22129,E,W7460,91093
22130,E,W7461,91093
22131,E,W7462,91093
22132,E,W7463,91093
22133,E,W7464,91093
22134,E,W7468,91093
22135,E,W7469,91093
22136,E,W7470,91091
22137,E,W7471,91091
22138,E,W7472,91091
22139,E,W7473,91091
22140,E,W7474,91091
22141,E,W7478,91091
22142,E,W7479,91091
22143,E,W7480,91098
22144,E,W7481,91098
22145,E,W7482,91098
22146,E,W7483,91098
22147,E,W7484,91098
22148,E,W7488,91098
22149,E,W7489,91098
22150,E,W7490,91099
22151,E,W7491,91099
22152,E,W7492,91099
22153,E,W7493,91099
22154,E,W7494,91099
22155,E,W7498,91099
22156,E,W7499,91099
22157,E,W7500,91300
22158,E,W7501,91300
22159,E,W7502,91300
22160,E,W7503,91300
22161,E,W7504,91300
22162,E,W7508,91300
22163,E,W7509,91300
22164,E,W7510,91307
22165,E,W7511,91307
22166,E,W7512,91307
22167,E,W7513,91307
22168,E,W7514,91307
22169,E,W7518,91307
22170,E,W7519,91307
22171,E,W7520,91306
22172,E,W7521,91306
22173,E,W7522,91306
22174,E,W7523,91306
22175,E,W7524,91306
22176,E,W7528,91306
22177,E,W7529,91306
22178,E,W7530,91304
22179,E,W7531,91304
22180,E,W7532,91304
22181,E,W7533,91304
22182,E,W7534,91304
22183,E,W7538,91304
22184,E,W7539,91304
22185,E,W7540,91309
22186,E,W7541,91309
22187,E,W7542,91309
22188,E,W7543,91309
22189,E,W7544,91309
22190,E,W7548,91309
22191,E,W7549,91309
22192,E,W7550,91306
22193,E,W7551,91306
22194,E,W7552,91306
22195,E,W7553,91306
22196,E,W7554,91306
22197,E,W7558,91306
22198,E,W7559,91306
22199,E,W7560,91303
22200,E,W7561,91303
22201,E,W7562,91303
22202,E,W7563,91303
22203,E,W7564,91303
22204,E,W7568,91303
22205,E,W7569,91303
22206,E,W7570,91301
22207,E,W7571,91301
22208,E,W7572,91301
22209,E,W7573,91301
22210,E,W7574,91301
22211,E,W7578,91301
22212,E,W7579,91301
22213,E,W7580,91308
22214,E,W7581,91308
22215,E,W7582,91308
22216,E,W7583,91308
22217,E,W7584,91308
22218,E,W7588,91308
22219,E,W7589,91308
22220,E,W7590,91309
22221,E,W7591,91309
22222,E,W7592,91309
22223,E,W7593,91309
22224,E,W7594,91309
22225,E,W7598,91309
22226,E,W7599,91309
22227,E,W7600,91380
22228,E,W7601,91380
22229,E,W7602,91380
22230,E,W7603,91380
22231,E,W7604,91380
22232,E,W7608,91380
22233,E,W7609,91380
22234,E,W7610,91387
22235,E,W7611,91387
22236,E,W7612,91387
22237,E,W7613,91387
22238,E,W7614,91387
22239,E,W7618,91387
22240,E,W7619,91387
22241,E,W7620,91386
22242,E,W7621,91386
22243,E,W7622,91386
22244,E,W7623,91386
22245,E,W7624,91386
22246,E,W7628,91386
22247,E,W7629,91386
22248,E,W7630,91384
22249,E,W7631,91384
22250,E,W7632,91384
22251,E,W7633,91384
22252,E,W7634,91384
22253,E,W7638,91384
22254,E,W7639,91384
22255,E,W7640,91385
22256,E,W7641,91385
22257,E,W7642,91385
22258,E,W7643,91385
22259,E,W7644,91385
22260,E,W7648,91385
22261,E,W7649,91385
22262,E,W7650,91386
22263,E,W7651,91386
22264,E,W7652,91386
22265,E,W7653,91386
22266,E,W7654,91386
22267,E,W7658,91386
22268,E,W7659,91386
22269,E,W7660,91383
22270,E,W7661,91383
22271,E,W7662,91383
22272,E,W7663,91383
22273,E,W7664,91383
22274,E,W7668,91383
22275,E,W7669,91383
22276,E,W7670,91381
22277,E,W7671,91381
22278,E,W7672,91381
22279,E,W7673,91381
22280,E,W7674,91381
22281,E,W7678,91381
22282,E,W7679,91381
22283,E,W7680,91388
22284,E,W7681,91388
22285,E,W7682,91388
22286,E,W7683,91388
22287,E,W7684,91388
22288,E,W7688,91388
22289,E,W7689,91388
22290,E,W7690,91389
22291,E,W7691,91389
22292,E,W7692,91389
22293,E,W7693,91389
22294,E,W7694,91389
22295,E,W7698,91389
22296,E,W7699,91389
22297,E,W7700,91330
22298,E,W7701,91330
22299,E,W7702,91330
22300,E,W7703,91330
22301,E,W7704,91330
22302,E,W7708,91330
22303,E,W7709,91330
22304,E,W7710,91337
22305,E,W7711,91337
22306,E,W7712,91337
22307,E,W7713,91337
22308,E,W7714,91337
22309,E,W7718,91337
22310,E,W7719,91337
22311,E,W7720,91336
22312,E,W7721,91336
22313,E,W7722,91336
22314,E,W7723,91336
22315,E,W7724,91336
22316,E,W7728,91336
22317,E,W7729,91336
22318,E,W7730,91334
22319,E,W7731,91334
22320,E,W7732,91334
22321,E,W7733,91334
22322,E,W7734,91334
22323,E,W7738,91334
22324,E,W7739,91334
22325,E,W7740,91335
22326,E,W7741,91335
22327,E,W7742,91335
22328,E,W7743,91335
22329,E,W7744,91335
22330,E,W7748,91335
22331,E,W7749,91335
22332,E,W7750,91336
22333,E,W7751,91336
22334,E,W7752,91336
22335,E,W7753,91336
22336,E,W7754,91336
22337,E,W7758,91336
22338,E,W7759,91336
22339,E,W7760,91333
22340,E,W7761,91333
22341,E,W7762,91333
22342,E,W7763,91333
22343,E,W7764,91333
22344,E,W7768,91333
22345,E,W7769,91333
22346,E,W7770,91331
22347,E,W7771,91331
22348,E,W7772,91331
22349,E,W7773,91331
22350,E,W7774,91331
22351,E,W7778,91331
22352,E,W7779,91331
22353,E,W7780,91338
22354,E,W7781,91338
22355,E,W7782,91338
22356,E,W7783,91338
22357,E,W7784,91338
22358,E,W7788,91338
22359,E,W7789,91338
22360,E,W7790,91339
22361,E,W7791,91339
22362,E,W7792,91339
22363,E,W7793,91339
22364,E,W7794,91339
22365,E,W7798,91339
22366,E,W7799,91339
22367,E,W7800,91100
22368,E,W7801,91100
22369,E,W7802,91100
22370,E,W7803,91100
22371,E,W7804,91100
22372,E,W7808,91100
22373,E,W7809,91100
22374,E,W7810,91107
22375,E,W7811,91107
22376,E,W7812,91107
22377,E,W7813,91107
22378,E,W7814,91107
22379,E,W7818,91107
22380,E,W7819,91107
22381,E,W7820,91106
22382,E,W7821,91106
22383,E,W7822,91106
22384,E,W7823,91106
22385,E,W7824,91106
22386,E,W7828,91106
22387,E,W7829,91106
22388,E,W7830,91104
22389,E,W7831,91104
22390,E,W7832,91104
22391,E,W7833,91104
22392,E,W7834,91104
22393,E,W7838,91104
22394,E,W7839,91104
22395,E,W7840,91105
22396,E,W7841,91105
22397,E,W7842,91105
22398,E,W7843,91105
22399,E,W7844,91105
22400,E,W7848,91105
22401,E,W7849,91105
22402,E,W7850,91106
22403,E,W7851,91106
22404,E,W7852,91106
22405,E,W7853,91106
22406,E,W7854,91106
22407,E,W7858,91106
22408,E,W7859,91106
22409,E,W7860,91103
22410,E,W7861,91103
22411,E,W7862,91103
22412,E,W7863,91103
22413,E,W7864,91103
22414,E,W7868,91103
22415,E,W7869,91103
22416,E,W7870,91101
22417,E,W7871,91101
22418,E,W7872,91101
22419,E,W7873,91101
22420,E,W7874,91101
22421,E,W7878,91101
22422,E,W7879,91101
22423,E,W7880,91108
22424,E,W7881,91108
22425,E,W7882,91108
22426,E,W7883,91108
22427,E,W7884,91108
22428,E,W7888,91108
22429,E,W7889,91108
22430,E,W7890,91109
22431,E,W7891,91109
22432,E,W7892,91109
22433,E,W7893,91109
22434,E,W7894,91109
22435,E,W7898,91109
22436,E,W7899,91109
22437,E,W7900,91100
22438,E,W7901,91100
22439,E,W7902,91100
22440,E,W7903,91100
22441,E,W7904,91100
22442,E,W7908,91100
22443,E,W7909,91100
22444,E,W7910,91107
22445,E,W7911,91107
22446,E,W7912,91107
22447,E,W7913,91107
22448,E,W7914,91107
22449,E,W7918,91107
22450,E,W7919,91107
22451,E,W7920,91106
22452,E,W7921,91106
22453,E,W7922,91106
22454,E,W7923,91106
22455,E,W7924,91106
22456,E,W7928,91106
22457,E,W7929,91106
22458,E,W7930,91104
22459,E,W7931,91104
22460,E,W7932,91104
22461,E,W7933,91104
22462,E,W7934,91104
22463,E,W7938,91104
22464,E,W7939,91104
22465,E,W7940,91105
22466,E,W7941,91105
22467,E,W7942,91105
22468,E,W7943,91105
22469,E,W7944,91105
22470,E,W7948,91105
22471,E,W7949,91105
22472,E,W7950,91106
22473,E,W7951,91106
22474,E,W7952,91106
22475,E,W7953,91106
22476,E,W7954,91106
22477,E,W7958,91106
22478,E,W7959,91106
22479,E,W7960,91103
22480,E,W7961,91103
22481,E,W7962,91103
22482,E,W7963,91103
22483,E,W7964,91103
22484,E,W7968,91103
22485,E,W7969,91103
22486,E,W7970,91101
22487,E,W7971,91101
22488,E,W7972,91101
22489,E,W7973,91101
22490,E,W7974,91101
22491,E,W7978,91101
22492,E,W7979,91101
22493,E,W7980,91108
22494,E,W7981,91108
22495,E,W7982,91108
22496,E,W7983,91108
22497,E,W7984,91108
22498,E,W7988,91108
22499,E,W7989,91108
22500,E,W7990,91109
22501,E,W7991,91109
22502,E,W7992,91109
22503,E,W7993,91109
22504,E,W7994,91109
22505,E,W7998,91109
22506,E,W7999,91109
22507,E,W8000,91200
22508,E,W8001,91200
22509,E,W8002,91200
22510,E,W8003,91200
22511,E,W8004,91200
22512,E,W8008,91200
22513,E,W8009,91200
22514,E,W8010,91207
22515,E,W8011,91207
22516,E,W8012,91207
22517,E,W8013,91207
22518,E,W8014,91207
22519,E,W8018,91207
22520,E,W8019,91207
22521,E,W8020,91206
22522,E,W8021,91206
22523,E,W8022,91206
22524,E,W8023,91206
22525,E,W8024,91206
22526,E,W8028,91206
22527,E,W8029,91206
22528,E,W8030,91204
22529,E,W8031,91204
22530,E,W8032,91204
22531,E,W8033,91204
22532,E,W8034,91204
22533,E,W8038,91204
22534,E,W8039,91204
22535,E,W8040,91205
22536,E,W8041,91205
22537,E,W8042,91205
22538,E,W8043,91205
22539,E,W8044,91205
22540,E,W8048,91205
22541,E,W8049,91205
22542,E,W8050,91206
22543,E,W8051,91206
22544,E,W8052,91206
22545,E,W8053,91206
22546,E,W8054,91206
22547,E,W8058,91206
22548,E,W8059,91206
22549,E,W8060,91203
22550,E,W8061,91203
22551,E,W8062,91203
22552,E,W8063,91203
22553,E,W8064,91203
22554,E,W8068,91203
22555,E,W8069,91203
22556,E,W8070,91201
22557,E,W8071,91201
22558,E,W8072,91201
22559,E,W8073,91201
22560,E,W8074,91201
22561,E,W8078,91201
22562,E,W8079,91201
22563,E,W8080,91208
22564,E,W8081,91208
22565,E,W8082,91208
22566,E,W8083,91208
22567,E,W8084,91208
22568,E,W8088,91208
22569,E,W8089,91208
22570,E,W8090,91209
22571,E,W8091,91209
22572,E,W8092,91209
22573,E,W8093,91209
22574,E,W8094,91209
22575,E,W8098,91209
22576,E,W8099,91209
22577,E,W8100,91320
22578,E,W8101,91320
22579,E,W8102,91320
22580,E,W8103,91320
22581,E,W8104,91320
22582,E,W8108,91320
22583,E,W8109,91320
22584,E,W8110,91327
22585,E,W8111,91327
22586,E,W8112,91327
22587,E,W8113,91327
22588,E,W8114,91327
22589,E,W8118,91327
22590,E,W8119,91327
22591,E,W8120,91326
22592,E,W8121,91326
22593,E,W8122,91326
22594,E,W8123,91326
22595,E,W8124,91326
22596,E,W8128,91326
22597,E,W8129,91326
22598,E,W8130,91324
22599,E,W8131,91324
22600,E,W8132,91324
22601,E,W8133,91324
22602,E,W8134,91324
22603,E,W8138,91324
22604,E,W8139,91324
22605,E,W8140,91325
22606,E,W8141,91325
22607,E,W8142,91325
22608,E,W8143,91325
22609,E,W8144,91325
22610,E,W8148,91325
22611,E,W8149,91325
22612,E,W8150,91326
22613,E,W8151,91326
22614,E,W8152,91326
22615,E,W8153,91326
22616,E,W8154,91326
22617,E,W8158,91326
22618,E,W8159,91326
22619,E,W8160,91323
22620,E,W8161,91323
22621,E,W8162,91323
22622,E,W8163,91323
22623,E,W8164,91323
22624,E,W8168,91323
22625,E,W8169,91323
22626,E,W8170,91321
22627,E,W8171,91321
22628,E,W8172,91321
22629,E,W8173,91321
22630,E,W8174,91321
22631,E,W8178,91321
22632,E,W8179,91321
22633,E,W8180,91328
22634,E,W8181,91328
22635,E,W8182,91328
22636,E,W8183,91328
22637,E,W8184,91328
22638,E,W8188,91328
22639,E,W8189,91328
22640,E,W8190,91329
22641,E,W8191,91329
22642,E,W8192,91329
22643,E,W8193,91329
22644,E,W8194,91329
22645,E,W8198,91329
22646,E,W8199,91329
22647,E,W8300,91310
22648,E,W8301,91310
22649,E,W8302,91310
22650,E,W8303,91310
22651,E,W8304,91310
22652,E,W8308,91310
22653,E,W8309,91310
22654,E,W8310,91317
22655,E,W8311,91317
22656,E,W8312,91317
22657,E,W8313,91317
22658,E,W8314,91317
22659,E,W8318,91317
22660,E,W8319,91317
22661,E,W8320,91316
22662,E,W8321,91316
22663,E,W8322,91316
22664,E,W8323,91316
22665,E,W8324,91316
22666,E,W8328,91316
22667,E,W8329,91316
22668,E,W8330,91314
22669,E,W8331,91314
22670,E,W8332,91314
22671,E,W8333,91314
22672,E,W8334,91314
22673,E,W8338,91314
22674,E,W8339,91314
22675,E,W8340,91315
22676,E,W8341,91315
22677,E,W8342,91315
22678,E,W8343,91315
22679,E,W8344,91315
22680,E,W8348,91315
22681,E,W8349,91315
22682,E,W8350,91316
22683,E,W8351,91316
22684,E,W8352,91316
22685,E,W8353,91316
22686,E,W8354,91316
22687,E,W8358,91316
22688,E,W8359,91316
22689,E,W8360,91313
22690,E,W8361,91313
22691,E,W8362,91313
22692,E,W8363,91313
22693,E,W8364,91313
22694,E,W8368,91313
22695,E,W8369,91313
22696,E,W8370,91311
22697,E,W8371,91311
22698,E,W8372,91311
22699,E,W8373,91311
22700,E,W8374,91311
22701,E,W8378,91311
22702,E,W8379,91311
22703,E,W8380,91318
22704,E,W8381,91318
22705,E,W8382,91318
22706,E,W8383,91318
22707,E,W8384,91318
22708,E,W8388,91318
22709,E,W8389,91318
22710,E,W8390,91319
22711,E,W8391,91319
22712,E,W8392,91319
22713,E,W8393,91319
22714,E,W8394,91319
22715,E,W8398,91319
22716,E,W8399,91319
22717,E,W8400,91390
22718,E,W8401,91390
22719,E,W8402,91390
22720,E,W8403,91390
22721,E,W8404,91390
22722,E,W8408,91390
22723,E,W8409,91390
22724,E,W8410,91397
22725,E,W8411,91397
22726,E,W8412,91397
22727,E,W8413,91397
22728,E,W8414,91397
22729,E,W8418,91397
22730,E,W8419,91397
22731,E,W8420,91396
22732,E,W8421,91396
22733,E,W8422,91396
22734,E,W8423,91396
22735,E,W8424,91396
22736,E,W8428,91396
22737,E,W8429,91396
22738,E,W8430,91394
22739,E,W8431,91394
22740,E,W8432,91394
22741,E,W8433,91394
22742,E,W8434,91394
22743,E,W8438,91394
22744,E,W8439,91394
22745,E,W8440,91395
22746,E,W8441,91395
22747,E,W8442,91395
22748,E,W8443,91395
22749,E,W8444,91395
22750,E,W8448,91395
22751,E,W8449,91395
22752,E,W8450,91396
22753,E,W8451,91396
22754,E,W8452,91396
22755,E,W8453,91396
22756,E,W8454,91396
22757,E,W8458,91396
22758,E,W8459,91396
22759,E,W8460,91393
22760,E,W8461,91393
22761,E,W8462,91393
22762,E,W8463,91393
22763,E,W8464,91393
22764,E,W8468,91393
22765,E,W8469,91393
22766,E,W8470,91391
22767,E,W8471,91391
22768,E,W8472,91391
22769,E,W8473,91391
22770,E,W8474,91391
22771,E,W8478,91391
22772,E,W8479,91391
22773,E,W8480,91398
22774,E,W8481,91398
22775,E,W8482,91398
22776,E,W8483,91398
22777,E,W8484,91398
22778,E,W8488,91398
22779,E,W8489,91398
22780,E,W8490,91399
22781,E,W8491,91399
22782,E,W8492,91399
22783,E,W8493,91399
22784,E,W8494,91399
22785,E,W8498,91399
22786,E,W8499,91399
22787,E,W8500,92510
22788,E,W8501,92510
22789,E,W8502,92510
22790,E,W8503,92510
22791,E,W8504,92510
22792,E,W8508,92510
22793,E,W8509,92510
22794,E,W8510,92517
22795,E,W8511,92517
22796,E,W8512,92517
22797,E,W8513,92517
22798,E,W8514,92517
22799,E,W8518,92517
22800,E,W8519,92517
22801,E,W8520,92516
22802,E,W8521,92516
22803,E,W8522,92516
22804,E,W8523,92516
22805,E,W8524,92516
22806,E,W8528,92516
22807,E,W8529,92516
22808,E,W8530,92514
22809,E,W8531,92514
22810,E,W8532,92514
22811,E,W8533,92514
22812,E,W8534,92514
22813,E,W8538,92514
22814,E,W8539,92514
22815,E,W8540,92515
22816,E,W8541,92515
22817,E,W8542,92515
22818,E,W8543,92515
22819,E,W8544,92515
22820,E,W8548,92515
22821,E,W8549,92515
22822,E,W8550,92516
22823,E,W8551,92516
22824,E,W8552,92516
22825,E,W8553,92516
22826,E,W8554,92516
22827,E,W8558,92516
22828,E,W8559,92516
22829,E,W8560,92513
22830,E,W8561,92513
22831,E,W8562,92513
22832,E,W8563,92513
22833,E,W8564,92513
22834,E,W8568,92513
22835,E,W8569,92513
22836,E,W8570,92511
22837,E,W8571,92511
22838,E,W8572,92511
22839,E,W8573,92511
22840,E,W8574,92511
22841,E,W8578,92511
