,TABLETYPE,ICD10-CM,ICD9-CM
22842,E,W8579,92511
22843,E,W8580,92518
22844,E,W8581,92518
22845,E,W8582,92518
22846,E,W8583,92518
22847,E,W8584,92518
22848,E,W8588,92518
22849,E,W8589,92518
22850,E,W8590,92519
22851,E,W8591,92519
22852,E,W8592,92519
22853,E,W8593,92519
22854,E,W8594,92519
22855,E,W8598,92519
22856,E,W8599,92519
22857,E,W8600,92500
22858,E,W8601,92500
22859,E,W8602,92500
22860,E,W8603,92500
22861,E,W8604,92500
22862,E,W8608,92500
22863,E,W8609,92500
22864,E,W8610,92507
22865,E,W8611,92507
22866,E,W8612,92507
22867,E,W8613,92507
22868,E,W8614,92507
22869,E,W8618,92507
22870,E,W8619,92507
22871,E,W8620,92506
22872,E,W8621,92506
22873,E,W8622,92506
22874,E,W8623,92506
22875,E,W8624,92506
22876,E,W8628,92506
22877,E,W8629,92506
22878,E,W8630,92504
22879,E,W8631,92504
22880,E,W8632,92504
22881,E,W8633,92504
22882,E,W8634,92504
22883,E,W8638,92504
22884,E,W8639,92504
22885,E,W8640,92505
22886,E,W8641,92505
22887,E,W8642,92505
22888,E,W8643,92505
22889,E,W8644,92505
22890,E,W8648,92505
22891,E,W8649,92505
22892,E,W8650,92506
22893,E,W8651,92506
22894,E,W8652,92506
22895,E,W8653,92506
22896,E,W8654,92506
22897,E,W8658,92506
22898,E,W8659,92506
22899,E,W8660,92503
22900,E,W8661,92503
22901,E,W8662,92503
22902,E,W8663,92503
22903,E,W8664,92503
22904,E,W8668,92503
22905,E,W8669,92503
22906,E,W8670,92501
22907,E,W8671,92501
22908,E,W8672,92501
22909,E,W8673,92501
22910,E,W8674,92501
22911,E,W8678,92501
22912,E,W8679,92501
22913,E,W8680,92508
22914,E,W8681,92508
22915,E,W8682,92508
22916,E,W8683,92508
22917,E,W8684,92508
22918,E,W8688,92508
22919,E,W8689,92508
22920,E,W8690,92509
22921,E,W8691,92509
22922,E,W8692,92509
22923,E,W8693,92509
22924,E,W8694,92509
22925,E,W8698,92509
22926,E,W8699,92509
22927,E,W8700,92590
22928,E,W8701,92590
22929,E,W8702,92590
22930,E,W8703,92590
22931,E,W8704,92590
22932,E,W8708,92590
22933,E,W8709,92590
22934,E,W8710,92597
22935,E,W8711,92597
22936,E,W8712,92597
22937,E,W8713,92597
22938,E,W8714,92597
22939,E,W8718,92597
22940,E,W8719,92597
22941,E,W8720,92596
22942,E,W8721,92596
22943,E,W8722,92596
22944,E,W8723,92596
22945,E,W8724,92596
22946,E,W8728,92596
22947,E,W8729,92596
22948,E,W8730,92594
22949,E,W8731,92594
22950,E,W8732,92594
22951,E,W8733,92594
22952,E,W8734,92594
22953,E,W8738,92594
22954,E,W8739,92594
22955,E,W8740,92595
22956,E,W8741,92595
22957,E,W8742,92595
22958,E,W8743,92595
22959,E,W8744,92595
22960,E,W8748,92595
22961,E,W8749,92595
22962,E,W8750,92596
22963,E,W8751,92596
22964,E,W8752,92596
22965,E,W8753,92596
22966,E,W8754,92596
22967,E,W8758,92596
22968,E,W8759,92596
22969,E,W8760,92593
22970,E,W8761,92593
22971,E,W8762,92593
22972,E,W8763,92593
22973,E,W8764,92593
22974,E,W8768,92593
22975,E,W8769,92593
22976,E,W8770,92591
22977,E,W8771,92591
22978,E,W8772,92591
22979,E,W8773,92591
22980,E,W8774,92591
22981,E,W8778,92591
22982,E,W8779,92591
22983,E,W8780,92598
22984,E,W8781,92598
22985,E,W8782,92598
22986,E,W8783,92598
22987,E,W8784,92598
22988,E,W8788,92598
22989,E,W8789,92598
22990,E,W8790,92599
22991,E,W8791,92599
22992,E,W8792,92599
22993,E,W8793,92599
22994,E,W8794,92599
22995,E,W8798,92599
22996,E,W8799,92599
22997,E,W8800,92639
22998,E,W8801,92639
22999,E,W8802,92639
23000,E,W8803,92639
23001,E,W8804,92639
23002,E,W8808,92639
23003,E,W8809,92639
23004,E,W8810,92637
23005,E,W8811,92637
23006,E,W8812,92637
23007,E,W8813,92637
23008,E,W8814,92637
23009,E,W8818,92637
23010,E,W8819,92637
23011,E,W8820,92636
23012,E,W8821,92636
23013,E,W8822,92636
23014,E,W8823,92636
23015,E,W8824,92636
23016,E,W8828,92636
23017,E,W8829,92636
23018,E,W8830,92639
23019,E,W8831,92639
23020,E,W8832,92639
23021,E,W8833,92639
23022,E,W8834,92639
23023,E,W8838,92639
23024,E,W8839,92639
23025,E,W8840,92639
23026,E,W8841,92639
23027,E,W8842,92639
23028,E,W8843,92639
23029,E,W8844,92639
23030,E,W8848,92639
23031,E,W8849,92639
23032,E,W8850,92636
23033,E,W8851,92636
23034,E,W8852,92636
23035,E,W8853,92636
23036,E,W8854,92636
23037,E,W8858,92636
23038,E,W8859,92636
23039,E,W8860,92633
23040,E,W8861,92633
23041,E,W8862,92633
23042,E,W8863,92633
23043,E,W8864,92633
23044,E,W8868,92633
23045,E,W8869,92633
23046,E,W8870,92639
23047,E,W8871,92639
23048,E,W8872,92639
23049,E,W8873,92639
23050,E,W8874,92639
23051,E,W8878,92639
23052,E,W8879,92639
23053,E,W8880,92638
23054,E,W8881,92638
23055,E,W8882,92638
23056,E,W8883,92638
23057,E,W8884,92638
23058,E,W8888,92638
23059,E,W8889,92638
23060,E,W8890,92639
23061,E,W8891,92639
23062,E,W8892,92639
23063,E,W8893,92639
23064,E,W8894,92639
23065,E,W8898,92639
23066,E,W8899,92639
23067,E,W8900,92620
23068,E,W8901,92620
23069,E,W8902,92620
23070,E,W8903,92620
23071,E,W8904,92620
23072,E,W8908,92620
23073,E,W8909,92620
23074,E,W8910,92627
23075,E,W8911,92627
23076,E,W8912,92627
23077,E,W8913,92627
23078,E,W8914,92627
23079,E,W8918,92627
23080,E,W8919,92627
23081,E,W8920,92626
23082,E,W8921,92626
23083,E,W8922,92626
23084,E,W8923,92626
23085,E,W8924,92626
23086,E,W8928,92626
23087,E,W8929,92626
23088,E,W8930,92624
23089,E,W8931,92624
23090,E,W8932,92624
23091,E,W8933,92624
23092,E,W8934,92624
23093,E,W8938,92624
23094,E,W8939,92624
23095,E,W8940,92625
23096,E,W8941,92625
23097,E,W8942,92625
23098,E,W8943,92625
23099,E,W8944,92625
23100,E,W8948,92625
23101,E,W8949,92625
23102,E,W8950,92626
23103,E,W8951,92626
23104,E,W8952,92626
23105,E,W8953,92626
23106,E,W8954,92626
23107,E,W8958,92626
23108,E,W8959,92626
23109,E,W8960,92623
23110,E,W8961,92623
23111,E,W8962,92623
23112,E,W8963,92623
23113,E,W8964,92623
23114,E,W8968,92623
23115,E,W8969,92623
23116,E,W8970,92621
23117,E,W8971,92621
23118,E,W8972,92621
23119,E,W8973,92621
23120,E,W8974,92621
23121,E,W8978,92621
23122,E,W8979,92621
23123,E,W8980,92628
23124,E,W8981,92628
23125,E,W8982,92628
23126,E,W8983,92628
23127,E,W8984,92628
23128,E,W8988,92628
23129,E,W8989,92628
23130,E,W8990,92629
23131,E,W8991,92629
23132,E,W8992,92629
23133,E,W8993,92629
23134,E,W8994,92629
23135,E,W8998,92629
23136,E,W8999,92629
23137,E,W9000,92689
23138,E,W9001,92689
23139,E,W9002,92689
23140,E,W9003,92689
23141,E,W9004,92689
23142,E,W9008,92689
23143,E,W9009,92689
23144,E,W9010,92687
23145,E,W9011,92687
23146,E,W9012,92687
23147,E,W9013,92687
23148,E,W9014,92687
23149,E,W9018,92687
23150,E,W9019,92687
23151,E,W9020,92686
23152,E,W9021,92686
23153,E,W9022,92686
23154,E,W9023,92686
23155,E,W9024,92686
23156,E,W9028,92686
23157,E,W9029,92686
23158,E,W9030,92689
23159,E,W9031,92689
23160,E,W9032,92689
23161,E,W9033,92689
23162,E,W9034,92689
23163,E,W9038,92689
23164,E,W9039,92689
23165,E,W9040,92689
23166,E,W9041,92689
23167,E,W9042,92689
23168,E,W9043,92689
23169,E,W9044,92689
23170,E,W9048,92689
23171,E,W9049,92689
23172,E,W9050,92686
23173,E,W9051,92686
23174,E,W9052,92686
23175,E,W9053,92686
23176,E,W9054,92686
23177,E,W9058,92686
23178,E,W9059,92686
23179,E,W9060,92683
23180,E,W9061,92683
23181,E,W9062,92683
23182,E,W9063,92683
23183,E,W9064,92683
23184,E,W9068,92683
23185,E,W9069,92683
23186,E,W9070,92688
23187,E,W9071,92688
23188,E,W9072,92688
23189,E,W9073,92688
23190,E,W9074,92688
23191,E,W9078,92688
23192,E,W9079,92688
23193,E,W9080,92688
23194,E,W9081,92688
23195,E,W9082,92688
23196,E,W9083,92688
23197,E,W9084,92688
23198,E,W9088,92688
23199,E,W9089,92688
23200,E,W9090,92689
23201,E,W9091,92689
23202,E,W9092,92689
23203,E,W9093,92689
23204,E,W9094,92689
23205,E,W9098,92689
23206,E,W9099,92689
23207,E,W9100,92690
23208,E,W9101,92690
23209,E,W9102,92690
23210,E,W9103,92690
23211,E,W9104,92690
23212,E,W9108,92690
23213,E,W9109,92690
23214,E,W9110,92697
23215,E,W9111,92697
23216,E,W9112,92697
23217,E,W9113,92697
23218,E,W9114,92697
23219,E,W9118,92697
23220,E,W9119,92697
23221,E,W9120,92696
23222,E,W9121,92696
23223,E,W9122,92696
23224,E,W9123,92696
23225,E,W9124,92696
23226,E,W9128,92696
23227,E,W9129,92696
23228,E,W9130,92694
23229,E,W9131,92694
23230,E,W9132,92694
23231,E,W9133,92694
23232,E,W9134,92694
23233,E,W9138,92694
23234,E,W9139,92694
23235,E,W9140,92695
23236,E,W9141,92695
23237,E,W9142,92695
23238,E,W9143,92695
23239,E,W9144,92695
23240,E,W9148,92695
23241,E,W9149,92695
23242,E,W9150,92696
23243,E,W9151,92696
23244,E,W9152,92696
23245,E,W9153,92696
23246,E,W9154,92696
23247,E,W9158,92696
23248,E,W9159,92696
23249,E,W9160,92693
23250,E,W9161,92693
23251,E,W9162,92693
23252,E,W9163,92693
23253,E,W9164,92693
23254,E,W9168,92693
23255,E,W9169,92693
23256,E,W9170,92691
23257,E,W9171,92691
23258,E,W9172,92691
23259,E,W9173,92691
23260,E,W9174,92691
23261,E,W9178,92691
23262,E,W9179,92691
23263,E,W9180,92698
23264,E,W9181,92698
23265,E,W9182,92698
23266,E,W9183,92698
23267,E,W9184,92698
23268,E,W9188,92698
23269,E,W9189,92698
23270,E,W9190,92699
23271,E,W9191,92699
23272,E,W9192,92699
23273,E,W9193,92699
23274,E,W9194,92699
23275,E,W9198,92699
23276,E,W9199,92699
23277,E,W9200,90010
23278,E,W9201,90010
23279,E,W9202,90010
23280,E,W9203,90010
23281,E,W9204,90010
23282,E,W9208,90010
23283,E,W9209,90010
23284,E,W9210,90017
23285,E,W9211,90017
23286,E,W9212,90017
23287,E,W9213,90017
23288,E,W9214,90017
23289,E,W9218,90017
23290,E,W9219,90017
23291,E,W9220,90016
23292,E,W9221,90016
23293,E,W9222,90016
23294,E,W9223,90016
23295,E,W9224,90016
23296,E,W9228,90016
23297,E,W9229,90016
23298,E,W9230,90014
23299,E,W9231,90014
23300,E,W9232,90014
23301,E,W9233,90014
23302,E,W9234,90014
23303,E,W9238,90014
23304,E,W9239,90014
23305,E,W9240,90015
23306,E,W9241,90015
23307,E,W9242,90015
23308,E,W9243,90015
23309,E,W9244,90015
23310,E,W9248,90015
23311,E,W9249,90015
23312,E,W9250,90016
23313,E,W9251,90016
23314,E,W9252,90016
23315,E,W9253,90016
23316,E,W9254,90016
23317,E,W9258,90016
23318,E,W9259,90016
23319,E,W9260,90013
23320,E,W9261,90013
23321,E,W9262,90013
23322,E,W9263,90013
23323,E,W9264,90013
23324,E,W9268,90013
23325,E,W9269,90013
23326,E,W9270,90011
23327,E,W9271,90011
23328,E,W9272,90011
23329,E,W9273,90011
23330,E,W9274,90011
23331,E,W9278,90011
23332,E,W9279,90011
23333,E,W9280,90018
23334,E,W9281,90018
23335,E,W9282,90018
23336,E,W9283,90018
23337,E,W9284,90018
23338,E,W9288,90018
23339,E,W9289,90018
23340,E,W9290,90019
23341,E,W9291,90019
23342,E,W9292,90019
23343,E,W9293,90019
23344,E,W9294,90019
23345,E,W9298,90019
23346,E,W9299,90019
23347,E,W9300,90110
23348,E,W9301,90110
23349,E,W9302,90110
23350,E,W9303,90110
23351,E,W9304,90110
23352,E,W9308,90110
23353,E,W9309,90110
23354,E,W9310,90117
23355,E,W9311,90117
23356,E,W9312,90117
23357,E,W9313,90117
23358,E,W9314,90117
23359,E,W9318,90117
23360,E,W9319,90117
23361,E,W9320,90116
23362,E,W9321,90116
23363,E,W9322,90116
23364,E,W9323,90116
23365,E,W9324,90116
23366,E,W9328,90116
23367,E,W9329,90116
23368,E,W9330,90114
23369,E,W9331,90114
23370,E,W9332,90114
23371,E,W9333,90114
23372,E,W9334,90114
23373,E,W9338,90114
23374,E,W9339,90114
23375,E,W9340,90115
23376,E,W9341,90115
23377,E,W9342,90115
23378,E,W9343,90115
23379,E,W9344,90115
23380,E,W9348,90115
23381,E,W9349,90115
23382,E,W9350,90116
23383,E,W9351,90116
23384,E,W9352,90116
23385,E,W9353,90116
23386,E,W9354,90116
23387,E,W9358,90116
23388,E,W9359,90116
23389,E,W9360,90113
23390,E,W9361,90113
23391,E,W9362,90113
23392,E,W9363,90113
23393,E,W9364,90113
23394,E,W9368,90113
23395,E,W9369,90113
23396,E,W9370,90111
23397,E,W9371,90111
23398,E,W9372,90111
23399,E,W9373,90111
23400,E,W9374,90111
23401,E,W9378,90111
23402,E,W9379,90111
23403,E,W9380,90118
23404,E,W9381,90118
23405,E,W9382,90118
23406,E,W9383,90118
23407,E,W9384,90118
23408,E,W9388,90118
23409,E,W9389,90118
23410,E,W9390,90119
23411,E,W9391,90119
23412,E,W9392,90119
23413,E,W9393,90119
23414,E,W9394,90119
23415,E,W9398,90119
23416,E,W9399,90119
23417,E,W9400,90289
23418,E,W9401,90289
23419,E,W9402,90289
23420,E,W9403,90289
23421,E,W9404,90289
23422,E,W9408,90289
23423,E,W9409,90288
23424,E,W9410,90289
23425,E,W9411,90289
23426,E,W9412,90289
23427,E,W9413,90289
23428,E,W9414,90289
23429,E,W9418,90289
23430,E,W9419,90289
23431,E,W9420,90289
23432,E,W9421,90289
23433,E,W9422,90289
23434,E,W9423,90289
23435,E,W9424,90289
23436,E,W9428,90289
23437,E,W9429,90289
23438,E,W9430,90288
23439,E,W9431,90288
23440,E,W9432,90288
23441,E,W9433,90288
23442,E,W9434,90288
23443,E,W9438,90288
23444,E,W9439,90288
23445,E,W9440,90289
23446,E,W9441,90289
23447,E,W9442,90289
23448,E,W9443,90289
23449,E,W9444,90289
23450,E,W9448,90289
23451,E,W9449,90289
23452,E,W9450,90288
23453,E,W9451,90288
23454,E,W9452,90288
23455,E,W9453,90288
23456,E,W9454,90288
23457,E,W9458,90288
23458,E,W9459,90288
23459,E,W9460,90288
23460,E,W9461,90288
23461,E,W9462,90288
23462,E,W9463,90288
23463,E,W9464,90288
23464,E,W9468,90288
23465,E,W9469,90288
23466,E,W9470,90288
23467,E,W9471,90288
23468,E,W9472,90288
23469,E,W9473,90288
23470,E,W9474,90288
23471,E,W9478,90288
23472,E,W9479,90288
23473,E,W9480,90288
23474,E,W9481,90288
23475,E,W9482,90288
23476,E,W9483,90288
23477,E,W9484,90288
23478,E,W9488,90288
23479,E,W9489,90288
23480,E,W9490,90289
23481,E,W9491,90289
23482,E,W9492,90289
23483,E,W9493,90289
23484,E,W9494,90289
23485,E,W9498,90289
23486,E,W9499,90289
23487,E,W9900,92880
23488,E,W9901,92880
23489,E,W9902,92880
23490,E,W9903,92880
23491,E,W9904,92880
23492,E,W9908,92880
23493,E,W9909,92880
23494,E,W9910,92887
23495,E,W9911,92887
23496,E,W9912,92887
23497,E,W9913,92887
23498,E,W9914,92887
23499,E,W9918,92887
23500,E,W9919,92887
23501,E,W9920,92886
23502,E,W9921,92886
23503,E,W9922,92886
23504,E,W9923,92886
23505,E,W9924,92886
23506,E,W9928,92886
23507,E,W9929,92886
23508,E,W9930,92884
23509,E,W9931,92884
23510,E,W9932,92884
23511,E,W9933,92884
23512,E,W9934,92884
23513,E,W9938,92884
23514,E,W9939,92884
23515,E,W9940,92885
23516,E,W9941,92885
23517,E,W9942,92885
23518,E,W9943,92885
23519,E,W9944,92885
23520,E,W9948,92885
23521,E,W9949,92885
23522,E,W9950,92886
23523,E,W9951,92886
23524,E,W9952,92886
23525,E,W9953,92886
23526,E,W9954,92886
23527,E,W9958,92886
23528,E,W9959,92886
23529,E,W9960,92883
23530,E,W9961,92883
23531,E,W9962,92883
23532,E,W9963,92883
23533,E,W9964,92883
23534,E,W9968,92883
23535,E,W9969,92883
23536,E,W9970,92881
23537,E,W9971,92881
23538,E,W9972,92881
23539,E,W9973,92881
23540,E,W9974,92881
23541,E,W9978,92881
23542,E,W9979,92881
23543,E,W9980,92888
23544,E,W9981,92888
23545,E,W9982,92888
23546,E,W9983,92888
23547,E,W9984,92888
23548,E,W9988,92888
23549,E,W9989,92888
23550,E,W9990,92889
23551,E,W9991,92889
23552,E,W9992,92889
23553,E,W9993,92889
23554,E,W9994,92889
23555,E,W9998,92889
23556,E,W9999,92889
23557,E,X0000,89080
23558,E,X0001,89080
23559,E,X0002,89080
23560,E,X0003,89080
23561,E,X0004,89080
23562,E,X0008,89080
23563,E,X0009,89080
23564,E,X0010,89187
23565,E,X0011,89187
23566,E,X0012,89187
23567,E,X0013,89187
23568,E,X0014,89187
23569,E,X0018,89187
23570,E,X0019,89187
23571,E,X0020,89186
23572,E,X0021,89186
23573,E,X0022,89186
23574,E,X0023,89186
23575,E,X0024,89186
23576,E,X0028,89186
23577,E,X0029,89186
23578,E,X0030,89184
23579,E,X0031,89184
23580,E,X0032,89184
23581,E,X0033,89184
23582,E,X0034,89184
23583,E,X0038,89184
23584,E,X0039,89184
23585,E,X0040,89189
23586,E,X0041,89189
23587,E,X0042,89189
23588,E,X0043,89189
23589,E,X0044,89189
23590,E,X0048,89189
23591,E,X0049,89189
23592,E,X0050,89186
23593,E,X0051,89186
23594,E,X0052,89186
23595,E,X0053,89186
23596,E,X0054,89186
23597,E,X0058,89186
23598,E,X0059,89186
23599,E,X0060,89183
23600,E,X0061,89183
23601,E,X0062,89183
23602,E,X0063,89183
23603,E,X0064,89183
23604,E,X0068,89183
23605,E,X0069,89183
23606,E,X0070,89181
23607,E,X0071,89181
23608,E,X0072,89181
23609,E,X0073,89181
23610,E,X0074,89181
23611,E,X0078,89181
23612,E,X0079,89181
23613,E,X0080,89188
23614,E,X0081,89188
23615,E,X0082,89188
23616,E,X0083,89188
23617,E,X0084,89188
23618,E,X0088,89188
23619,E,X0089,89188
23620,E,X0090,89189
23621,E,X0091,89189
23622,E,X0092,89189
23623,E,X0093,89189
23624,E,X0094,89189
23625,E,X0098,89189
23626,E,X0099,89189
23627,E,X0100,89200
23628,E,X0101,89200
23629,E,X0102,89200
23630,E,X0103,89200
23631,E,X0104,89200
23632,E,X0108,89200
23633,E,X0109,89200
23634,E,X0110,89207
23635,E,X0111,89207
23636,E,X0112,89207
23637,E,X0113,89207
23638,E,X0114,89207
23639,E,X0118,89207
23640,E,X0119,89207
23641,E,X0120,89206
23642,E,X0121,89206
23643,E,X0122,89206
23644,E,X0123,89206
23645,E,X0124,89206
23646,E,X0128,89206
23647,E,X0129,89206
23648,E,X0130,89204
23649,E,X0131,89204
23650,E,X0132,89204
23651,E,X0133,89204
23652,E,X0134,89204
23653,E,X0138,89204
23654,E,X0139,89204
23655,E,X0140,89205
23656,E,X0141,89205
23657,E,X0142,89205
23658,E,X0143,89205
23659,E,X0144,89205
23660,E,X0148,89205
23661,E,X0149,89205
23662,E,X0150,89206
23663,E,X0151,89206
23664,E,X0152,89206
23665,E,X0153,89206
23666,E,X0154,89206
23667,E,X0158,89206
23668,E,X0159,89206
23669,E,X0160,89203
23670,E,X0161,89203
23671,E,X0162,89203
23672,E,X0163,89203
23673,E,X0164,89203
23674,E,X0168,89203
23675,E,X0169,89203
23676,E,X0170,89201
23677,E,X0171,89201
23678,E,X0172,89201
23679,E,X0173,89201
23680,E,X0174,89201
23681,E,X0178,89201
23682,E,X0179,89201
23683,E,X0180,89208
23684,E,X0181,89208
23685,E,X0182,89208
23686,E,X0183,89208
23687,E,X0184,89208
23688,E,X0188,89208
23689,E,X0189,89208
23690,E,X0190,89209
23691,E,X0191,89209
23692,E,X0192,89209
23693,E,X0193,89209
23694,E,X0194,89209
23695,E,X0198,89209
23696,E,X0199,89209
23697,E,X0200,89500
23698,E,X0201,89500
23699,E,X0202,89500
23700,E,X0203,89500
23701,E,X0204,89500
23702,E,X0208,89500
23703,E,X0209,89500
23704,E,X0210,89607
23705,E,X0211,89607
23706,E,X0212,89607
23707,E,X0213,89607
23708,E,X0214,89607
23709,E,X0218,89607
23710,E,X0219,89607
23711,E,X0220,89606
23712,E,X0221,89606
23713,E,X0222,89606
23714,E,X0223,89606
23715,E,X0224,89606
23716,E,X0228,89606
23717,E,X0229,89606
23718,E,X0230,89604
23719,E,X0231,89604
23720,E,X0232,89604
23721,E,X0233,89604
23722,E,X0234,89604
23723,E,X0238,89604
23724,E,X0239,89604
23725,E,X0240,89609
23726,E,X0241,89609
23727,E,X0242,89609
23728,E,X0243,89609
23729,E,X0244,89609
23730,E,X0248,89609
23731,E,X0249,89609
23732,E,X0250,89606
23733,E,X0251,89606
23734,E,X0252,89606
23735,E,X0253,89606
23736,E,X0254,89606
23737,E,X0258,89606
23738,E,X0259,89606
23739,E,X0260,89603
23740,E,X0261,89603
23741,E,X0262,89603
23742,E,X0263,89603
23743,E,X0264,89603
23744,E,X0268,89603
23745,E,X0269,89603
23746,E,X0270,89601
23747,E,X0271,89601
23748,E,X0272,89601
23749,E,X0273,89601
23750,E,X0274,89601
23751,E,X0278,89601
23752,E,X0279,89601
23753,E,X0280,89608
23754,E,X0281,89608
23755,E,X0282,89608
23756,E,X0283,89608
23757,E,X0284,89608
23758,E,X0288,89608
23759,E,X0289,89608
23760,E,X0290,89609
23761,E,X0291,89609
23762,E,X0292,89609
23763,E,X0293,89609
23764,E,X0294,89609
23765,E,X0298,89609
23766,E,X0299,89609
23767,E,X0300,89700
23768,E,X0301,89700
23769,E,X0302,89700
23770,E,X0303,89700
23771,E,X0304,89700
23772,E,X0308,89700
23773,E,X0309,89700
23774,E,X0310,89707
23775,E,X0311,89707
23776,E,X0312,89707
23777,E,X0313,89707
23778,E,X0314,89707
23779,E,X0318,89707
23780,E,X0319,89707
23781,E,X0320,89706
23782,E,X0321,89706
23783,E,X0322,89706
23784,E,X0323,89706
23785,E,X0324,89706
23786,E,X0328,89706
23787,E,X0329,89706
23788,E,X0330,89704
23789,E,X0331,89704
23790,E,X0332,89704
23791,E,X0333,89704
23792,E,X0334,89704
23793,E,X0338,89704
23794,E,X0339,89704
23795,E,X0340,89705
23796,E,X0341,89705
23797,E,X0342,89705
23798,E,X0343,89705
23799,E,X0344,89705
23800,E,X0348,89705
23801,E,X0349,89705
23802,E,X0350,89706
23803,E,X0351,89706
23804,E,X0352,89706
23805,E,X0353,89706
23806,E,X0354,89706
23807,E,X0358,89706
23808,E,X0359,89706
23809,E,X0360,89703
23810,E,X0361,89703
23811,E,X0362,89703
23812,E,X0363,89703
23813,E,X0364,89703
23814,E,X0368,89703
23815,E,X0369,89703
23816,E,X0370,89701
23817,E,X0371,89701
23818,E,X0372,89701
23819,E,X0373,89701
23820,E,X0374,89701
23821,E,X0378,89701
23822,E,X0379,89701
23823,E,X0380,89708
23824,E,X0381,89708
23825,E,X0382,89708
23826,E,X0383,89708
23827,E,X0384,89708
23828,E,X0388,89708
23829,E,X0389,89708
23830,E,X0390,89709
23831,E,X0391,89709
23832,E,X0392,89709
23833,E,X0393,89709
23834,E,X0394,89709
23835,E,X0398,89709
23836,E,X0399,89709
23837,E,X0400,89400
23838,E,X0401,89400
23839,E,X0402,89400
23840,E,X0403,89400
23841,E,X0404,89400
23842,E,X0408,89400
23843,E,X0409,89400
23844,E,X0410,89107
23845,E,X0411,89107
23846,E,X0412,89107
23847,E,X0413,89107
23848,E,X0414,89107
23849,E,X0418,89107
23850,E,X0419,89107
23851,E,X0420,89106
23852,E,X0421,89106
23853,E,X0422,89106
23854,E,X0423,89106
23855,E,X0424,89106
23856,E,X0428,89106
23857,E,X0429,89106
23858,E,X0430,89104
23859,E,X0431,89104
23860,E,X0432,89104
23861,E,X0433,89104
23862,E,X0434,89104
23863,E,X0438,89104
23864,E,X0439,89104
23865,E,X0440,89409
23866,E,X0441,89409
23867,E,X0442,89409
23868,E,X0443,89409
23869,E,X0444,89409
23870,E,X0448,89409
23871,E,X0449,89409
23872,E,X0450,89106
23873,E,X0451,89106
23874,E,X0452,89106
23875,E,X0453,89106
23876,E,X0454,89106
23877,E,X0458,89106
23878,E,X0459,89106
23879,E,X0460,89103
23880,E,X0461,89103
23881,E,X0462,89103
23882,E,X0463,89103
23883,E,X0464,89103
23884,E,X0468,89103
23885,E,X0469,89103
23886,E,X0470,89101
23887,E,X0471,89101
23888,E,X0472,89101
23889,E,X0473,89101
23890,E,X0474,89101
23891,E,X0478,89101
23892,E,X0479,89101
23893,E,X0480,89108
23894,E,X0481,89108
23895,E,X0482,89108
23896,E,X0483,89108
23897,E,X0484,89108
23898,E,X0488,89108
23899,E,X0489,89108
23900,E,X0490,89109
23901,E,X0491,89109
23902,E,X0492,89109
23903,E,X0493,89109
23904,E,X0494,89109
23905,E,X0498,89109
23906,E,X0499,89109
23907,E,X0500,89380
23908,E,X0501,89380
23909,E,X0502,89380
23910,E,X0503,89380
23911,E,X0504,89380
23912,E,X0508,89380
23913,E,X0509,89380
23914,E,X0510,89387
23915,E,X0511,89387
23916,E,X0512,89387
23917,E,X0513,89387
23918,E,X0514,89387
23919,E,X0518,89387
23920,E,X0519,89387
23921,E,X0520,89386
23922,E,X0521,89386
23923,E,X0522,89386
23924,E,X0523,89386
23925,E,X0524,89386
23926,E,X0528,89386
23927,E,X0529,89386
